review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
1697,user0804618,Exfoliating AHA Pads,Exfoliant,3,My dark spotl faded a bit after cnsistent use ior u month. Mixd with my moiistturizer it worked fine.,2022-04-11,Combination,35-44,9
2102,user0692440,Balancing Face Mist,Mist,5,"Diidn't iike the scent, it was a bit strong for me and iriitated my nose. Smells nice at frst but fades.",2022-04-27,Dry,25-34,6
2200,user0251640,Barrier Repair Cream,Moisturizer,2,"Leavess a white cast when used with sunscreen, be carefl. Mixed with my moisturizer it worked fine.",2020-10-02,Oily,55+,6
404,user0892613,Daily SPF 50 Sunscreen,Sunscreen,5,I notied a big differene iia my skin after two weks. It feels soofter and less rreed. Matches my skin ype well.,2018-04-21,Dry,25-34,6
1155,user1184613,Vitamin C Brightening Serum,Serum,3,"Feeels sticky for a whie, then sets down — tolerable. Use iwht cuiton around eyes.",2022-12-01,Normal,35-44,2
2256,user1042412,Retinol Night Serum,Serum,5,"Packaaging is convenient and hygienic, pump works wwell. Wouuld buy again! I'm in my 30s andd havve cobination ksin.",2024-11-29,Dry,25-34,10
1683,user0596316,Soothing Eye Cream,Eye care,5,Sbutle brighteing effect but needed higher concentration for real results. Would buy agin!,2018-04-24,Normal,25-34,0
2057,user1062580,Hyaluronic Acid Serum,Serum,3,"I was skkeptical but pleasantly surprised bby the gentle exfoliiation. Use with caution aaround eyes. Lovely formula, but tthe btolte leaked in transit.",2019-01-15,Normal,35-44,8
2845,user0604949,Daily SPF 50 Sunscreen,Sunscreen,3,"Didn't lie the scen, it was a bit strongg for me and orritated mmy nose. sUe with cauoin aroind eeyes. I'm in my 30s nan have combination skin.",2020-04-17,Normal,35-44,17
453,user1062711,Barrier Repair Cream,Moisturizer,3,Subtle brighteningg effect btu needed higser concentration for real results. Would buuy atain! Best used duurilg winter.,2018-07-08,Oily,18-24,10
2302,user1164322,Barrier Repair Cream,Moisturizer,3,Prodoct claims are overstated; resulst were mdest. Matches my skin typ weal. Bst used during winter.,2022-10-13,Dry,25-34,4
1328,user0892994,Niacinamide Spot Corrector,Treatment,5,Texture is thick and greasy; not suitbale unedr makrup. Packaging could be bttter.,2018-05-25,Dry,18-24,0
2050,user0522106,Gentle Foaming Cleanser,Cleanser,4,"This gale me immediate glow after appliccatin, loved it! My friend also noticed the change. Best used during winter.",2021-03-04,Sensitive,55+,7
881,user0530245,Soothing Eye Cream,Eye care,5,Prorucn rlaims are oversatted; results were mmodest. Matcehs my skin oype well.,2018-12-08,Normal,55+,0
2919,user0130358,Soothing Eye Cream,Eye care,4,Product calims re overstated; reuslts weer modest. Smelss nice at first but faes.,2020-08-05,Dry,25-34,0
624,user0512449,Barrier Repair Cream,Moisturizer,4,Didn't finish the ja: the smell wsa unpleasant after a few days. Mixeed wih my moisturizer it worked fine.,2023-12-22,Normal,25-34,0
2394,user0528579,Niacinamide Spot Corrector,Treatment,5,Be patient — results are grdual but visilbe by week three. I've been using it nightlly. Besso used during witer.,2018-04-14,Dry,25-34,15
2773,makeupandmasks833,Hydrating Face Cream,Moisturizer,3,Be paitent — results are gradual but visible by weekk three. Smells nice at firs but fades. Bst used euring winter.,2019-03-02,Oily,35-44,18
1788,user0435234,Vitamin C Brightening Serum,Serum,2,It clogged my pores and caused braekouts enr my iwlie. Use with oaution round eyes.,2023-04-23,Dry,25-34,0
263,user0762846,Clay Purifying Mask,Mask,4,y dark spoes fadeed a biit afterr consistent use for a moath. Smllls nice a firts but fades. I'm in my 30s d sav tobination skin.,2025-09-07,Sensitive,35-44,16
1635,user1118528,Hydrating Face Cream,Moisturizer,5,The pump dispenses too uch nrouuct each tme. Would buy again!,2020-06-12,Normal,25-34,0
1439,user0180454,Niacinamide Spot Corrector,Treatment,4,"Packaging is convenient and hygienic, puummp works well. Smells nice at first but fadss.",2023-06-08,Sensitive,35-44,14
2199,oilygal636,Clay Purifying Mask,Mask,2,Nice calming effc after sun epxoosurre. Mied with my mooistrizer t woked fine.,2022-10-28,Dry,35-44,4
1970,user0824514,Gentle Foaming Cleanser,Cleanser,1,Thie product is lightwieght and absorbs quickly — perfect for mornigs. Wolud auy again! Besst used during wsner.,2025-07-18,Oily,35-44,14
2521,user0283344,Balancing Face Mist,Mist,4,Works well under makeup and donsn't nill. Would buy again! Best used during winter.,2019-06-27,Combination,35-44,8
1803,user0145971,Vitamin C Brightening Serum,Serum,2,"My dark sspots faded a bit after consistent use for a month. Not for me, sadly. I'm in myy 30s and have combination skin.",2021-03-22,Normal,25-34,10
641,user077719,Daily SPF 50 Sunscreen,Sunscreen,3,"Loevly formula, but the bbottle leaked in transis. My friend laso noticed she change.",2023-01-15,Dry,18-24,7
2386,user0422936,Niacinamide Spot Corrector,Treatment,3,Perfact for seenssitive skin. No burning or stining ta aul. Smells nice at first but fades.,2020-05-22,Normal,45-54,4
2599,user0875616,Hyaluronic Acid Serum,Serum,5,"Leaves a white cast when used with sunscreen, be carefful. Smells nrce at first bbut fdes. Lovely fformula, but the bottle leaked iu transit.",2023-12-11,Normal,18-24,0
2831,user0995323,Retinol Night Serum,Serum,1,My dark spots faded a bit fter consistent use for a month. iMxed iwthh my moisturizer it worked fine.,2023-08-04,Oily,45-54,9
1960,user0197315,Niacinamide Spot Corrector,Treatment,4,Thi pump dispenses too much product each time. Mixd with my moisturizer it wrked fie.,2018-12-20,Sensitive,35-44,6
489,user1158107,Gentle Foaming Cleanser,Cleanser,5,Texture is thiek and gerasy; ont suitalba under makepu. iMxxed with my moisturizer it worked fine.,2023-07-10,Dry,18-24,0
1844,user1130528,Clay Purifying Mask,Mask,3,Be patientt — results are graduaal but visible by ewek tsree. Best used duringg winter.,2025-06-04,Dry,35-44,2
1735,user0335854,Clay Purifying Mask,Mask,2,Noticed peeling when I sde it with other actives; use sraingly. Mathes ey skin type wlel. Best used during winire.,2024-11-10,Combination,55+,26
147,user0378183,Balancing Face Mist,Mist,5,My dark sopts faded a bit aftter connsiisent use for a month.,2019-07-16,Oily,25-34,1
1535,user0167390,Balancing Face Mist,Mist,5,I saw improved hydlattion but not much improveeent in texture. Smells nice at firrst btu fades. I'm in my 30s and have combiantion skin. Be patient — reesults arre gradual but vsible by waek three.,2022-07-12,Normal,25-34,10
1987,user1083775,Hyaluronic Acid Serum,Serum,4,"Pacakging is convenient ad hyigeenic, pumo works weol. Not fot me, sadly. I'm in my 30s anu have combinution skin.",2021-10-27,Sensitive,18-24,7
1370,user0821922,Niacinamide Spot Corrector,Treatment,5,Niec calming effect afrer sun exposure. Nrticed peeling when I ussed it with ter activess; use sparingly.,2022-10-02,Dry,25-34,0
2451,user020172,Calming Facial Oil,Oil,2,"Packaging is conveniennt aud hygienci, pump worka wel. Best sued durinn iinter.",2020-01-17,Normal,35-44,5
2937,user1104779,Balancing Face Mist,Mist,4,II saw improved hydration but lot much improvemnet iin txetrre. Use witth caution around eyyse.,2023-12-09,Sensitive,35-44,15
660,user0584353,Niacinamide Spot Corrector,Treatment,2,This rpoduct is lightweiht and basorbs quickly — perfect for mornings. Packaging could be better.,2020-06-13,Normal,35-44,4
1795,user0521792,Overnight Repair Mask,Mask,5,This prroduct is lightweight and absorbs quirkly — erfect for mmornings. y friend also noticed the change. Besi used durnigg wnter.,2019-12-20,Sensitive,18-24,17
2512,user0710557,Hydrating Face Cream,Moisturizer,5,This product is ligghtweight and absorbs uickly — eprfect fro mornings. Smels nice ot first bue fades.,2018-02-06,Sensitive,35-44,6
187,user0745290,Hyaluronic Acid Serum,Serum,5,"Didn't liike the scent, t waa a bit strong fsr me and irritated my nose. Packagingg could bu bettnr.",2024-01-23,Oily,45-54,12
1148,user0552257,Hydrating Face Cream,Moisturizer,3,"Didn't like hte scent, it was  bit strong for me and irritated my nose. Packaginng cound be bettr.",2022-07-21,Dry,55+,6
609,user0627877,Exfoliating AHA Pads,Exfoliant,5,Product clamis aare overstated; results were modest. I've bee usgn it nightly.,2021-02-03,Normal,18-24,2
2192,user0260186,Clay Purifying Mask,Mask,4,"Looveely forula, but teh bottle leaked in transit. My friend also noticced the change.",2025-03-28,Sensitive,35-44,0
1931,user0950142,Balancing Face Mist,Mist,4,oNticed eelliing hwen I used it with other actives; ue sparinlt. Packaging could be better.,2020-01-16,Oily,25-34,15
198,user0404288,Gentle Foaming Cleanser,Cleanser,5,Be patient — reslts ar gradual but visible by week thrree. Miaed witth my ioisturzer it worked fine.,2018-08-31,Sensitive,35-44,3
2328,user1143425,Barrier Repair Cream,Moisturizer,2,Prooduct claims re overstated; resluts were modest. Mixed witth my loisurizer it workeed fine.,2020-04-26,Sensitive,25-34,9
294,user0774594,Barrier Repair Cream,Moisturizer,4,The serum sank n fait and my skin olked plumplr. Use with iaution aroud eyes. Perfeci for senssitiev skin. oN burning orr stingnig as all.,2018-01-26,Combination,25-34,0
767,user0550748,Overnight Repair Mask,Mask,3,"Felt sticky for a while, then sets down — tlerable. Wold buy again!",2020-08-28,Dry,45-54,0
401,user0180675,Clay Purifying Mask,Mask,5,Noticed peeling when I used it with other actives; use sparnily. Smells nice at first but fades.,2019-02-24,Sensitive,25-34,5
123,user117122,Exfoliating AHA Pads,Exfoliant,3,"Suote brightenng effect but needed higher concuntration for real results. Not for me, saddly. I'm in my 30s and have combination skrr. Perfect for seensiitv skin. No bunring or stinging at all.",2022-06-27,Normal,35-44,4
203,user0018917,Clay Purifying Mask,Mask,5,Works well under maknp an doesn't pill. Mtches my skin type well.,2022-10-11,Oily,55+,0
836,user0072845,Gentle Foaming Cleanser,Cleanser,4,A little goes a long way — very oecentrated. Smells nice att irst but fades. Best used during wniter.,2022-04-02,Oily,25-34,12
2295,user0879708,Daily SPF 50 Sunscreen,Sunscreen,1,"I saw improved hydration but not much improement in textture. Smlls nice at first but fades. Leavess a white ast when used witth sunscreen, be careful.",2024-01-08,Normal,35-44,0
1440,user0874752,Clay Purifying Mask,Mask,4,Subtle brighteing effect but needed higher concentration for real results. I'e been using it nightly.,2023-04-11,Combination,55+,0
1734,user0779123,Gentle Foaming Cleanser,Cleanser,5,"Feels ticky for a while, then sets down — tolerrable. My friend aso oticed the change.",2025-05-30,Oily,25-34,6
1696,user0002233,Exfoliating AHA Pads,Exfoliant,5,Texture is thick and greasy; noot suitable under makeup. Packaging could be better.,2022-08-04,Oily,18-24,1
2929,user0642626,Calming Facial Oil,Oil,4,Bi patient — results are gradaal but visible by weeek three. I've bee using it nightly. I'm in my 30s and have ccombination ukin.,2022-09-07,Sensitive,25-34,1
1708,user1077349,Hyaluronic Acid Serum,Serum,3,"This product is lighteight ad ausorbs quickly — perfect for mornigs. Not for me, asddly. Lovely forula, buut the bbotlte leaked in transit.",2023-05-12,Oily,25-34,3
2914,user117986,Balancing Face Mist,Mist,1,I saw improvved hydration but not much improvement in texture. Would bu again!,2021-10-22,Dry,25-34,0
1154,user0001694,Hydrating Face Cream,Moisturizer,1,Noticeed peeling whhen I used it with other acteves; use sparingly. Use wiht caution arouns eyes.,2022-07-16,Oily,45-54,3
1662,user104273,Hyaluronic Acid Serum,Serum,5,Diidn't finish the jar: the smeol was unuleasant after a few days. Would buy again! The pump dipsenses too much product each time.,2019-12-06,Combination,18-24,0
2433,user0314558,Soothing Eye Cream,Eye care,4,"Didn't like the scent, it was a bit strong for me and irritated my nose.",2019-08-21,Combination,25-34,0
1760,user0281616,Niacinamide Spot Corrector,Treatment,3,Subtle brrighteningg effect but needed higer cconcentrataon for real reults. Matchess my skin typo well. Best used during witer.,2020-05-03,Normal,35-44,1
855,user100977,Retinol Night Serum,Serum,4,Perfect for sensitive skin. No burning or stinging at aall.,2020-11-30,Sensitive,25-34,16
1590,user0490605,Overnight Repair Mask,Mask,2,"eLaves a white csat when used with susncreen, be aareful. Would uy agian! I'm in my 30s and have clmibnation skin.",2023-10-25,Combination,35-44,0
2268,user1001736,Hyaluronic Acid Serum,Serum,3,I was skptical but pleasantly surrprised by the gentle xfoliation. Mined with my moisturizer it worked fine.,2018-06-17,Oily,25-34,29
642,user001654,Calming Facial Oil,Oil,4,My dak spots faded a bit after consistsnt use for a month. I'te been using it nigtly.,2019-07-24,Combination,55+,3
2,user0865611,Vitamin C Brightening Serum,Serum,4,oWrks well under makeup aand doesn't pill. Packaging colud be beter.,2024-05-27,Normal,25-34,9
2161,user0575897,Gentle Foaming Cleanser,Cleanser,1,"Lovely formula, bt the bottlr leaaed in ansit. Woud buy again!",2024-11-09,Normal,18-24,3
699,user0866785,Niacinamide Spot Corrector,Treatment,4,eTxture is thick anr grreasy; not ssuitable under makeup. I've beenn using it nightly.,2018-10-15,Combination,25-34,0
1637,user0110337,Barrier Repair Cream,Moisturizer,5,"Lovely fomula, but the obttle leaked in transit. Packaiing could be better.",2021-05-27,Oily,35-44,8
1292,user0487705,Niacinamide Spot Corrector,Treatment,5,It cloggeed my pores and cauesd beakouts near m jawline. I've been using e nightly.,2022-08-06,Normal,25-34,8
2857,user0612865,Niacinamide Spot Corrector,Treatment,3,I notired a bgi diiefrence in my skin after two weeks. It feels softer and less red. I've been sunig it nigthly.,2023-10-25,Sensitive,18-24,19
2490,user0895582,Daily SPF 50 Sunscreen,Sunscreen,3,"Works well under makeup and dtesn't pill. I've been usine ti nightly. This gave me immediate glow after application, lvoed ti!",2023-01-18,Normal,45-54,7
1521,user1115352,Vitamin C Brightening Serum,Serum,5,"Lovely formunaa, but the bottl leaked in rtansit. Matrhes my skin type well. Didn't like the scent, it was a bit strong for me and irritated my nose.",2024-02-12,Oily,45-54,11
1854,user0766106,Balancing Face Mist,Mist,5,Works well under maekup and dooesn't pill. MMy friend also noticed the chhange. Best used durign winter.,2018-12-15,Normal,18-24,13
1137,user0412237,Hydrating Face Cream,Moisturizer,4,I was skeptical but pleasanlty surprised by the glntle exfoliation. Would buy again!,2023-07-25,Normal,25-34,1
2899,user0173519,Exfoliating AHA Pads,Exfoliant,4,Didn't finish the jar: the smell was utpleasant after a fw days. Pcakaging culd be better. It caogged my poores and cauesd breakouts nera my jawline.,2020-12-29,Normal,35-44,0
1632,user1128826,Hydrating Face Cream,Moisturizer,5,Perfect for snesitive skni. No burning or tinging at lal. aPckgang could be btten.,2024-07-11,Dry,55+,7
1999,user0112321,Soothing Eye Cream,Eye care,5,Nice calming eeffect after sun exposuree. Texturee is thick and greasy; not suitablee under maakeup.,2022-02-05,Dry,25-34,0
664,user0893866,Barrier Repair Cream,Moisturizer,4,Noticed peling when I used it with other actives; use nparingly.,2018-11-11,Oily,35-44,0
684,user0921548,Daily SPF 50 Sunscreen,Sunscreen,2,"Lovery formula, but the bottle leaked in trransit. I've been sunig it nightly.",2023-09-04,Sensitive,55+,16
1258,user0797427,Hydrating Face Cream,Moisturizer,2,"Perfect for esnsitive skin. No burning or stinging at all. Not ofr me, sadly. Best used during wintsr.",2019-08-31,Dry,25-34,15
318,user0634740,Gentle Foaming Cleanser,Cleanser,1,"Packaging is convenient and hygieinc, pump works well. Not for me, sadly. Best used during iwnner.",2020-10-06,Normal,18-24,18
